session_id,station_id,station_name,latitude,longitude,total_chargers,start_time,duration_minutes,energy_kwh,charger_type,vehicle_model,cost_inr
S055355,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-03-20 10:46:00,80,21.5,AC Level 2,Mahindra BE 6e,333
S055356,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-01-25 06:03:00,22,5.1,DC Fast,Mahindra BE 6e,82
S055357,ST023,Ather Grid - Baner,18.559,73.7868,3,2024-01-12 22:36:00,61,14.6,AC Level 2,Tata Nexon EV,250
S055358,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-04-23 21:09:00,105,27.5,AC Level 2,MG ZS EV,406
S055359,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-07-13 15:18:00,26,6.9,DC Fast,MG Comet EV,109
S055360,ST045,MG EV Hub - Baner,18.559,73.7868,4,2024-10-21 05:31:00,58,15.6,DC Fast,Mahindra BE 6e,220
S055361,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-04-29 10:44:00,50,11.8,AC Level 2,Tata Punch EV,189
S055362,ST010,ChargeZone - Pashan,18.5371,73.7977,3,2024-07-03 21:40:00,49,11.4,AC Level 2,Mahindra XUV400,184
S055363,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-10-30 08:10:00,120,28.4,AC Level 2,Mahindra XUV400,457
S055364,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-09-25 14:34:00,45,10.1,DC Fast,Ola S1 Pro,145
S055365,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-07-09 20:10:00,103,20.2,AC Level 2,Ola S1 Pro,300
S055366,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-06-08 19:54:00,54,11.5,DC Fast,Hyundai Kona Electric,197
S055367,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-01-24 08:12:00,94,21.1,AC Level 2,MG ZS EV,345
S055368,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-08-13 20:24:00,41,7.4,DC Fast,Hyundai Ioniq 5,110
S055369,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-06-02 00:48:00,74,17.2,DC Fast,Hyundai Ioniq 5,266
S055370,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-08-26 20:32:00,42,8.1,DC Fast,Tata Tigor EV,146
S055371,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-05-21 09:17:00,25,5.6,DC Fast,BYD Atto 3,94
S055372,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-03-11 07:37:00,27,6.9,DC Fast,Ola S1 Pro,115
S055373,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-08-31 16:06:00,78,16.3,AC Level 2,Hyundai Ioniq 5,280
S055374,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-07-20 19:42:00,110,22.2,AC Level 2,Kia EV6,368
S055375,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-11-05 19:22:00,51,9.9,DC Fast,MG ZS EV,153
S055376,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-08-29 19:52:00,108,25.4,AC Level 2,Kia EV6,360
S055377,ST010,ChargeZone - Pashan,18.5371,73.7977,3,2024-08-13 10:35:00,72,14.7,DC Fast,Kia EV6,246
S055378,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-11-26 19:28:00,51,11.7,AC Level 2,Hyundai Kona Electric,192
S055379,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-09-04 19:55:00,77,15.9,AC Level 2,Kia EV6,269
S055380,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-08-29 18:11:00,64,15.1,DC Fast,Hyundai Ioniq 5,238
S055381,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-12-26 15:05:00,62,12.5,DC Fast,Tata Nexon EV,204
S055382,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-11-10 20:28:00,62,13.3,AC Level 2,BYD Atto 3,187
S055383,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-04-01 08:53:00,75,15.8,DC Fast,Mahindra BE 6e,232
S055384,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-12-06 10:04:00,47,10.1,AC Level 2,Tata Tiago EV,163
S055385,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-04-15 11:02:00,49,9.3,AC Level 2,MG Comet EV,146
S055386,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-06-19 20:51:00,99,21.5,AC Level 2,Hyundai Kona Electric,307
S055387,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-10-21 17:37:00,70,14.1,AC Level 2,Hyundai Ioniq 5,200
S055388,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-09-09 12:13:00,65,12.0,DC Fast,Mahindra XUV400,198
S055389,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-04-21 14:20:00,118,22.4,AC Level 2,Hyundai Kona Electric,333
S055390,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-04-17 20:53:00,105,20.2,AC Level 2,Ola S1 Pro,328
S055391,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-03-06 18:33:00,63,12.8,AC Level 2,Kia EV6,207
S055392,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-06-04 22:48:00,28,5.4,DC Fast,Hyundai Kona Electric,89
S055393,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-10-15 02:13:00,74,19.9,DC Fast,Tata Tigor EV,336
S055394,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-01-08 10:21:00,65,11.8,AC Level 2,Mahindra XUV400,207
S055395,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-08-24 06:35:00,47,11.0,AC Level 2,Tata Nexon EV,163
S055396,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-01-04 14:55:00,46,10.2,AC Level 2,Tata Tiago EV,148
S055397,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-09-25 06:52:00,48,9.9,AC Level 2,Hyundai Kona Electric,141
S055398,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-09-29 19:41:00,119,29.1,AC Level 2,BYD Atto 3,488
S055399,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-12-03 04:36:00,71,18.2,DC Fast,Tata Tiago EV,318
S055400,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-09-13 06:42:00,51,12.6,AC Level 2,Tata Punch EV,183
S055401,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-02-28 21:42:00,66,15.1,DC Fast,Mahindra XUV400,236
S055402,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-10-02 13:14:00,81,17.3,AC Level 2,Mahindra XUV400,245
S055403,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-08-01 13:30:00,57,11.1,DC Fast,MG Comet EV,159
S055404,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-07-19 13:53:00,64,12.8,DC Fast,MG ZS EV,204
S055405,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-08-25 20:43:00,87,21.3,AC Level 2,Tata Nexon EV,313
S055406,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-07-09 14:39:00,64,15.9,DC Fast,MG Comet EV,270
S055407,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-01-09 02:48:00,84,16.9,AC Level 2,Tata Punch EV,266
S055408,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-07-09 10:37:00,48,10.0,DC Fast,Mahindra XUV400,142
S055409,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-05-16 16:30:00,96,21.0,AC Level 2,Mahindra XUV400,378
S055410,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-09-18 01:04:00,89,18.7,AC Level 2,Ather 450X,294
S055411,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-07-18 18:26:00,101,20.8,AC Level 2,Ather 450X,319
S055412,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-01-01 08:44:00,45,9.1,DC Fast,Tata Nexon EV,151
S055413,ST027,Ather Grid - Wakad,18.5985,73.7615,3,2024-01-07 14:48:00,66,15.5,AC Level 2,Hyundai Kona Electric,240
S055414,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-03-03 20:13:00,43,9.5,DC Fast,Tata Tigor EV,170
S055415,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-03-17 07:35:00,71,12.8,AC Level 2,Tata Nexon EV,215
S055416,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-07-31 20:42:00,100,23.6,AC Level 2,Tata Tiago EV,379
S055417,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-07-07 21:07:00,117,27.8,AC Level 2,MG Comet EV,483
S055418,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-12-14 21:48:00,24,5.0,DC Fast,MG Comet EV,86
S055419,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-02-19 20:59:00,31,7.2,DC Fast,Tata Tiago EV,103
S055420,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-10-25 14:21:00,37,6.9,DC Fast,Mahindra BE 6e,111
S055421,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-02-11 09:09:00,98,25.6,AC Level 2,MG ZS EV,385
S055422,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-08-22 02:44:00,120,26.5,AC Level 2,BYD Atto 3,385
S055423,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-10-10 22:37:00,54,11.8,DC Fast,Tata Punch EV,208
S055424,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-09-03 17:32:00,94,21.2,AC Level 2,Kia EV6,310
S055425,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-10-30 08:34:00,40,9.6,DC Fast,Tata Nexon EV,160
S055426,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-03-05 21:26:00,50,12.7,AC Level 2,Ola S1 Pro,180
S055427,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-10-29 21:42:00,82,18.6,AC Level 2,Hyundai Kona Electric,333
S055428,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-03-31 21:50:00,74,16.5,AC Level 2,Mahindra BE 6e,296
S055429,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-05-23 06:03:00,73,15.1,AC Level 2,MG ZS EV,247
S055430,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-01-17 17:44:00,38,9.1,DC Fast,Mahindra BE 6e,138
S055431,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-11-27 14:17:00,66,11.9,DC Fast,MG ZS EV,185
S055432,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-11-04 20:03:00,111,28.7,AC Level 2,Ola S1 Pro,480
S055433,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-08-18 12:22:00,28,5.7,DC Fast,MG ZS EV,93
S055434,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-05-31 08:53:00,28,6.3,DC Fast,Tata Punch EV,106
S055435,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-05-21 21:08:00,75,17.4,DC Fast,Mahindra XUV400,246
S055436,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-03-25 08:05:00,62,14.0,DC Fast,Mahindra BE 6e,207
S055437,ST045,MG EV Hub - Baner,18.559,73.7868,4,2024-06-17 19:43:00,71,17.7,DC Fast,Hyundai Ioniq 5,276
S055438,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-12-16 08:36:00,76,16.0,AC Level 2,Tata Tiago EV,245
S055439,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-12-09 07:32:00,63,16.3,AC Level 2,Tata Tiago EV,270
S055440,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-05-27 17:29:00,111,28.2,AC Level 2,Tata Nexon EV,500
S055441,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-09-25 20:18:00,24,6.1,DC Fast,Hyundai Kona Electric,95
S055442,ST019,Tata Power EZ - Wakad,18.5985,73.7615,4,2024-06-18 21:19:00,62,13.5,DC Fast,Tata Punch EV,235
S055443,ST037,HPCL EV - Viman Nagar,18.5679,73.9143,4,2024-05-17 18:50:00,102,19.9,AC Level 2,Tata Tigor EV,349
S055444,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-01-20 21:51:00,56,13.2,DC Fast,MG ZS EV,235
S055445,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-12-04 13:55:00,62,15.4,DC Fast,Tata Punch EV,261
S055446,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-07-08 23:21:00,61,15.0,DC Fast,Ather 450X,257
S055447,ST021,Ather Grid - Koregaon Park,18.5362,73.8938,3,2024-11-13 02:08:00,62,15.0,AC Level 2,MG Comet EV,247
S055448,ST037,HPCL EV - Viman Nagar,18.5679,73.9143,4,2024-05-13 18:59:00,71,16.5,DC Fast,Ather 450X,231
S055449,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-11-14 13:11:00,50,10.8,DC Fast,Tata Nexon EV,162
S055450,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-02-07 11:31:00,38,7.9,DC Fast,Tata Punch EV,125
S055451,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-07-02 20:28:00,94,22.8,AC Level 2,Tata Tigor EV,336
S055452,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-10-21 07:24:00,30,5.4,DC Fast,Mahindra XUV400,76
S055453,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-12-13 12:44:00,31,8.1,DC Fast,Mahindra XUV400,116
S055454,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-06-17 17:10:00,117,22.2,AC Level 2,Mahindra XUV400,367
S055455,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-06-01 23:32:00,41,8.9,DC Fast,Hyundai Kona Electric,141
S055456,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-03-15 07:29:00,38,9.8,DC Fast,Tata Punch EV,138
S055457,ST021,Ather Grid - Koregaon Park,18.5362,73.8938,3,2024-07-13 07:51:00,91,16.8,AC Level 2,Kia EV6,288
S055458,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-04-29 09:37:00,30,7.1,DC Fast,Hyundai Ioniq 5,101
S055459,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-06-02 17:13:00,70,15.2,DC Fast,Tata Punch EV,222
S055460,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-05-06 14:05:00,70,14.0,DC Fast,Mahindra XUV400,225
S055461,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-06-28 20:49:00,71,15.5,DC Fast,Kia EV6,246
S055462,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-02-03 12:39:00,43,10.6,DC Fast,Mahindra BE 6e,172
S055463,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-09-01 22:01:00,39,7.5,DC Fast,Tata Tigor EV,111
S055464,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-09-03 08:25:00,45,11.0,AC Level 2,Hyundai Kona Electric,165
S055465,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-05-28 09:39:00,85,17.3,AC Level 2,Mahindra XUV400,280
S055466,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-08-02 10:01:00,62,12.5,DC Fast,Tata Tiago EV,184
S055467,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-05-15 03:09:00,32,7.3,DC Fast,Tata Punch EV,109
S055468,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-02-04 09:25:00,42,8.0,DC Fast,Kia EV6,128
S055469,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-10-04 15:42:00,50,12.4,DC Fast,Mahindra XUV400,177
S055470,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-12-25 18:43:00,45,11.5,DC Fast,Mahindra XUV400,197
S055471,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-03-08 11:15:00,49,12.4,DC Fast,Tata Nexon EV,185
S055472,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-11-25 06:41:00,42,11.0,DC Fast,Hyundai Kona Electric,189
S055473,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-12-08 11:26:00,78,16.9,AC Level 2,Hyundai Kona Electric,295
S055474,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-09-22 19:58:00,101,21.9,AC Level 2,BYD Atto 3,361
S055475,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-02-19 01:51:00,68,14.3,DC Fast,Tata Tiago EV,210
S055476,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-04-04 07:15:00,109,20.9,AC Level 2,BYD Atto 3,355
S055477,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-01-04 23:18:00,23,4.3,DC Fast,Tata Nexon EV,63
S055478,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-09-13 04:15:00,64,14.8,DC Fast,Tata Punch EV,246
S055479,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-06-13 18:58:00,86,17.4,AC Level 2,BYD Atto 3,257
S055480,ST021,Ather Grid - Koregaon Park,18.5362,73.8938,3,2024-01-28 16:06:00,54,10.4,DC Fast,Tata Nexon EV,162
S055481,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-01-07 17:47:00,119,30.7,AC Level 2,Ather 450X,516
S055482,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-04-14 17:52:00,65,13.0,DC Fast,Hyundai Kona Electric,205
S055483,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-07-08 08:31:00,33,7.5,DC Fast,Tata Tiago EV,108
S055484,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-09-01 11:46:00,50,12.6,AC Level 2,Hyundai Kona Electric,199
S055485,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-01-03 05:23:00,29,5.7,DC Fast,Tata Nexon EV,102
S055486,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-02-05 16:50:00,49,11.8,DC Fast,MG ZS EV,169
S055487,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-03-23 20:47:00,24,6.0,DC Fast,BYD Atto 3,99
S055488,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-05-03 15:02:00,56,12.4,DC Fast,Hyundai Kona Electric,198
S055489,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-04-14 09:44:00,69,17.2,AC Level 2,BYD Atto 3,277
S055490,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-12-18 17:14:00,115,27.4,AC Level 2,Tata Nexon EV,444
S055491,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-04-19 20:13:00,71,14.2,DC Fast,Mahindra XUV400,206
S055492,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-12-06 16:58:00,27,7.0,DC Fast,Ather 450X,105
S055493,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-06-03 16:47:00,56,14.0,AC Level 2,Mahindra BE 6e,204
S055494,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-06-07 09:02:00,54,11.4,DC Fast,Kia EV6,193
S055495,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-05-11 06:51:00,52,9.4,DC Fast,BYD Atto 3,163
S055496,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-09-03 08:35:00,65,13.1,AC Level 2,Tata Punch EV,216
S055497,ST019,Tata Power EZ - Wakad,18.5985,73.7615,4,2024-12-28 08:57:00,91,21.5,AC Level 2,MG Comet EV,311
S055498,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-07-25 08:38:00,69,13.0,AC Level 2,Hyundai Kona Electric,230
S055499,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-07-17 18:05:00,26,6.8,DC Fast,Mahindra BE 6e,110
S055500,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-05-08 19:06:00,91,19.2,AC Level 2,Tata Tiago EV,336
S055501,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-10-26 16:43:00,48,11.1,DC Fast,Tata Tigor EV,192
S055502,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-04-26 11:44:00,120,32.2,AC Level 2,Kia EV6,578
S055503,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-07-13 08:33:00,30,5.6,DC Fast,MG ZS EV,81
S055504,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-03-14 10:56:00,39,10.0,DC Fast,Ola S1 Pro,173
S055505,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-07-01 17:03:00,94,20.3,AC Level 2,Mahindra BE 6e,305
S055506,ST007,ChargeZone - Kharadi,18.5538,73.9394,4,2024-04-25 21:12:00,79,16.3,AC Level 2,Tata Tigor EV,287
S055507,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-01-26 05:12:00,68,15.9,DC Fast,Tata Nexon EV,235
S055508,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-08-12 18:25:00,55,11.0,AC Level 2,Ather 450X,184
S055509,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-10-09 20:16:00,62,14.3,AC Level 2,Ather 450X,252
S055510,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-09-14 23:42:00,46,9.1,DC Fast,Tata Tigor EV,163
S055511,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-11-04 06:49:00,27,5.8,DC Fast,Ather 450X,103
S055512,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-08-16 07:10:00,76,16.3,AC Level 2,MG Comet EV,268
S055513,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-03-30 11:17:00,49,10.3,AC Level 2,Ather 450X,170
S055514,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-01-03 01:04:00,33,6.1,DC Fast,Ather 450X,87
S055515,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-10-28 16:14:00,58,13.1,DC Fast,BYD Atto 3,195
S055516,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-11-14 22:43:00,20,4.2,DC Fast,Mahindra XUV400,75
S055517,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-02-05 08:40:00,59,11.6,AC Level 2,Tata Tigor EV,172
S055518,ST023,Ather Grid - Baner,18.559,73.7868,3,2024-11-01 18:16:00,69,14.8,DC Fast,Ather 450X,233
S055519,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-11-15 21:19:00,45,10.8,AC Level 2,MG Comet EV,176
S055520,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-11-12 21:17:00,35,8.1,DC Fast,Hyundai Ioniq 5,140
S055521,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-01-01 06:27:00,50,9.0,AC Level 2,BYD Atto 3,154
S055522,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-03-31 07:20:00,108,20.6,AC Level 2,Mahindra BE 6e,332
S055523,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-12-30 05:07:00,103,24.0,AC Level 2,Hyundai Ioniq 5,414
S055524,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-07-08 02:55:00,69,15.6,DC Fast,BYD Atto 3,260
S055525,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-12-27 17:46:00,85,20.1,AC Level 2,Mahindra XUV400,339
S055526,ST045,MG EV Hub - Baner,18.559,73.7868,4,2024-06-29 19:23:00,89,22.6,AC Level 2,MG ZS EV,372
S055527,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-10-30 07:11:00,38,6.9,DC Fast,Hyundai Kona Electric,105
S055528,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-07-03 00:53:00,47,9.4,DC Fast,Mahindra XUV400,133
S055529,ST045,MG EV Hub - Baner,18.559,73.7868,4,2024-04-02 10:50:00,36,7.0,DC Fast,Kia EV6,118
S055530,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-05-31 17:11:00,54,12.9,DC Fast,Tata Punch EV,205
S055531,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-11-25 20:26:00,41,10.3,DC Fast,Mahindra XUV400,156
S055532,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-12-21 08:30:00,98,18.7,AC Level 2,MG Comet EV,293
S055533,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-08-29 07:22:00,55,11.6,AC Level 2,Hyundai Ioniq 5,202
S055534,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-10-21 12:26:00,67,12.9,AC Level 2,Mahindra XUV400,182
S055535,ST019,Tata Power EZ - Wakad,18.5985,73.7615,4,2024-12-17 18:36:00,101,27.0,AC Level 2,MG ZS EV,427
S055536,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-04-25 17:10:00,50,9.2,AC Level 2,Tata Punch EV,160
S055537,ST045,MG EV Hub - Baner,18.559,73.7868,4,2024-10-28 12:15:00,35,9.4,DC Fast,Tata Tiago EV,148
S055538,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-05-03 19:06:00,99,24.3,AC Level 2,Hyundai Ioniq 5,419
S055539,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-09-22 20:48:00,59,11.0,AC Level 2,MG Comet EV,185
S055540,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-12-14 21:41:00,102,18.8,AC Level 2,Ola S1 Pro,308
S055541,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-11-01 11:36:00,61,14.7,DC Fast,Tata Punch EV,218
S055542,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-03-21 13:13:00,48,9.3,DC Fast,Hyundai Kona Electric,142
S055543,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-10-18 08:59:00,118,27.4,AC Level 2,Kia EV6,452
S055544,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-06-14 16:20:00,114,24.2,AC Level 2,Ather 450X,400
S055545,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-11-06 03:57:00,59,12.2,AC Level 2,Tata Nexon EV,182
S055546,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-04-29 22:59:00,84,20.2,AC Level 2,Mahindra XUV400,339
S055547,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-03-13 19:00:00,76,17.9,AC Level 2,Hyundai Kona Electric,295
